"path", "name", "size", "date"
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-TechFak-FEB2014_englFassung.pdf", 66232, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-Theol-2013_englFassung.pdf", 132496, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-WiWi-2013_englFassung.pdf", 124245, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "General_Regulations_EN.pdf", 136243, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-TechFak-NOV2016.pdf", 210926, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "PromO-Medizin_NOV2016.pdf", 243657, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013/englVersionen", "General_Doc_Regulations_RPromO_OKT2017.pdf", 113975, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-ReWi-JUR_FEB2017.pdf", 181010, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-WiWi_FEB2017.pdf", 171443, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-NatFak-Juni2017.pdf", 172261, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-TechFak-AUG2017.pdf", 174949, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "PromO-ReWi-JUR_AUG2017.pdf", 181811, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "Rahmen-PromO-RPromO_OKT2017.pdf", 254669, 04/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht/Promotionsordnungen-NEU2013", "FPromO-Phil_DEZ2017.pdf", 182816, 06/12/2017
"/proj/websource/docs/FAUWeb/www.uni-erlangen.de/websource/universitaet/organisation/recht", "_notes", 4096, 07/10/2014
